number,value,datetime_start,datetime_complete,duration,params_ATR_Length,params_AllowFriday,params_AllowMonday,params_AllowThursday,params_AllowTuesday,params_AllowWednesday,params_EntryStart_TotalMinutes,params_FilterAsPercOfContractMARange,params_LastEntry_TotalMinutes,params_MinutesBeforeMarketCloseToClosePositions,params_NumDaysToConsiderPreviousContractMARange,params_RetracementLevel,params_SL_ATRMultiplier,params_TP_ATRMultiplier,user_attrs_train_metrics,state
195,86395.6125,2026-03-26 02:07:51.376005,2026-03-26 02:07:54.726767,0 days 00:00:03.350762,15,True,True,True,True,True,610,0.15,880,2,3,0.13,0.65,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3441, 'win_rate': 0.9544, 'net_profit_brl': 52395.0, 'avg_profit_brl': 15.23, 'avg_win_brl': 18.36, 'avg_loss_brl': -57.98, 'profit_factor': 7.6449, 'max_drawdown_pct': 0.61, 'expected_payoff': 15.23, 'on_tester_value': 86395.6125}",COMPLETE
196,63685.96,2026-03-26 02:07:54.726835,2026-03-26 02:07:58.807560,0 days 00:00:04.080725,28,True,False,True,True,True,590,0.25,760,1,4,0.14,0.6,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2774, 'win_rate': 0.9185, 'net_profit_brl': 47105.0, 'avg_profit_brl': 16.98, 'avg_win_brl': 23.04, 'avg_loss_brl': -57.98, 'profit_factor': 5.0625, 'max_drawdown_pct': 0.74, 'expected_payoff': 16.98, 'on_tester_value': 63685.96}",COMPLETE
197,18050.050909,2026-03-26 02:07:58.807635,2026-03-26 02:08:02.794352,0 days 00:00:03.986717,27,False,False,False,True,True,550,0.2,890,11,3,0.1,1.0,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3651, 'win_rate': 0.9176, 'net_profit_brl': 40620.0, 'avg_profit_brl': 11.13, 'avg_win_brl': 18.44, 'avg_loss_brl': -76.59, 'profit_factor': 2.9215, 'max_drawdown_pct': 2.25, 'expected_payoff': 11.13, 'on_tester_value': 18050.050909}",COMPLETE
198,26307.434211,2026-03-26 02:08:02.794406,2026-03-26 02:08:06.669074,0 days 00:00:03.874668,13,True,True,True,True,True,675,0.15,880,1,4,0.16,0.6,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1331, 'win_rate': 0.979, 'net_profit_brl': 15375.0, 'avg_profit_brl': 11.55, 'avg_win_brl': 12.71, 'avg_loss_brl': -47.4, 'profit_factor': 13.9747, 'max_drawdown_pct': 0.58, 'expected_payoff': 11.55, 'on_tester_value': 26307.434211}",COMPLETE
199,4207.185455,2026-03-26 02:08:06.669146,2026-03-26 02:08:10.507194,0 days 00:00:03.838048,14,True,False,True,True,True,565,0.25,710,2,3,0.1,0.65,0.35,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4465, 'win_rate': 0.6811, 'net_profit_brl': 34640.0, 'avg_profit_brl': 7.76, 'avg_win_brl': 41.21, 'avg_loss_brl': -68.27, 'profit_factor': 1.3821, 'max_drawdown_pct': 8.23, 'expected_payoff': 7.76, 'on_tester_value': 4207.185455}",COMPLETE
200,21045.325,2026-03-26 02:08:10.507256,2026-03-26 02:08:15.002630,0 days 00:00:04.495374,23,True,False,True,True,True,660,0.25,790,1,5,0.16,0.6,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1051, 'win_rate': 0.98, 'net_profit_brl': 12050.0, 'avg_profit_brl': 11.47, 'avg_win_brl': 12.51, 'avg_loss_brl': -49.12, 'profit_factor': 15.4311, 'max_drawdown_pct': 0.57, 'expected_payoff': 11.47, 'on_tester_value': 21045.325}",COMPLETE
201,35367.755172,2026-03-26 02:08:15.002716,2026-03-26 02:08:19.393194,0 days 00:00:04.390478,21,True,True,True,True,True,600,0.30000000000000004,675,2,3,0.13,0.65,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2177, 'win_rate': 0.9444, 'net_profit_brl': 30810.0, 'avg_profit_brl': 14.15, 'avg_win_brl': 17.45, 'avg_loss_brl': -48.65, 'profit_factor': 7.0889, 'max_drawdown_pct': 0.87, 'expected_payoff': 14.15, 'on_tester_value': 35367.755172}",COMPLETE
202,34369.666364,2026-03-26 02:08:19.393257,2026-03-26 02:08:23.600737,0 days 00:00:04.207480,17,False,True,True,True,True,555,0.4,885,11,5,0.17,0.75,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2825, 'win_rate': 0.9019, 'net_profit_brl': 53505.0, 'avg_profit_brl': 18.94, 'avg_win_brl': 29.39, 'avg_loss_brl': -83.17, 'profit_factor': 3.5032, 'max_drawdown_pct': 1.56, 'expected_payoff': 18.94, 'on_tester_value': 34369.666364}",COMPLETE
203,16316.038462,2026-03-26 02:08:23.600962,2026-03-26 02:08:27.735249,0 days 00:00:04.134287,30,True,False,True,True,True,625,0.25,725,3,3,0.19,0.65,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1094, 'win_rate': 0.8967, 'net_profit_brl': 21225.0, 'avg_profit_brl': 19.4, 'avg_win_brl': 28.67, 'avg_loss_brl': -69.05, 'profit_factor': 4.0739, 'max_drawdown_pct': 1.3, 'expected_payoff': 19.4, 'on_tester_value': 16316.038462}",COMPLETE
204,86806.6,2026-03-26 02:08:27.735306,2026-03-26 02:08:32.218604,0 days 00:00:04.483298,13,True,True,True,True,True,555,0.15,860,1,3,0.15000000000000002,0.9,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6207, 'win_rate': 0.9581, 'net_profit_brl': 63460.0, 'avg_profit_brl': 10.22, 'avg_win_brl': 12.73, 'avg_loss_brl': -61.74, 'profit_factor': 6.191, 'max_drawdown_pct': 0.73, 'expected_payoff': 10.22, 'on_tester_value': 86806.6}",COMPLETE
205,14154.166667,2026-03-26 02:08:32.218669,2026-03-26 02:08:37.157945,0 days 00:00:04.939276,26,True,True,True,True,False,625,0.2,805,1,7,0.2,0.8,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1290, 'win_rate': 0.9248, 'net_profit_brl': 26875.0, 'avg_profit_brl': 20.83, 'avg_win_brl': 29.14, 'avg_loss_brl': -92.82, 'profit_factor': 4.4062, 'max_drawdown_pct': 1.9, 'expected_payoff': 20.83, 'on_tester_value': 14154.166667}",COMPLETE
206,37328.1875,2026-03-26 02:08:37.158024,2026-03-26 02:08:42.201947,0 days 00:00:05.043923,30,True,True,True,True,False,575,0.2,715,8,5,0.17,0.75,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2463, 'win_rate': 0.9156, 'net_profit_brl': 48955.0, 'avg_profit_brl': 19.88, 'avg_win_brl': 28.3, 'avg_loss_brl': -78.24, 'profit_factor': 4.2933, 'max_drawdown_pct': 1.31, 'expected_payoff': 19.88, 'on_tester_value': 37328.1875}",COMPLETE
207,18548.81,2026-03-26 02:08:42.202009,2026-03-26 02:08:46.412089,0 days 00:00:04.210080,26,False,False,True,True,True,580,0.2,700,1,5,0.12000000000000001,0.6,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2297, 'win_rate': 0.8803, 'net_profit_brl': 33005.0, 'avg_profit_brl': 14.37, 'avg_win_brl': 22.65, 'avg_loss_brl': -51.35, 'profit_factor': 3.5815, 'max_drawdown_pct': 1.78, 'expected_payoff': 14.37, 'on_tester_value': 18548.81}",COMPLETE
208,25680.478571,2026-03-26 02:08:46.412184,2026-03-26 02:08:50.803066,0 days 00:00:04.390882,26,True,True,True,False,True,565,0.15,825,1,4,0.11,0.95,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5305, 'win_rate': 0.9468, 'net_profit_brl': 51805.0, 'avg_profit_brl': 9.77, 'avg_win_brl': 13.36, 'avg_loss_brl': -66.01, 'profit_factor': 4.3826, 'max_drawdown_pct': 2.02, 'expected_payoff': 9.77, 'on_tester_value': 25680.478571}",COMPLETE
209,21840.521552,2026-03-26 02:08:50.803120,2026-03-26 02:08:55.388249,0 days 00:00:04.585129,12,True,True,True,True,True,545,0.2,775,1,3,0.11,1.15,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 8510, 'win_rate': 0.9005, 'net_profit_brl': 112550.0, 'avg_profit_brl': 13.23, 'avg_win_brl': 25.7, 'avg_loss_brl': -105.46, 'profit_factor': 2.3341, 'max_drawdown_pct': 5.15, 'expected_payoff': 13.23, 'on_tester_value': 21840.521552}",COMPLETE
210,21619.060563,2026-03-26 02:08:55.388311,2026-03-26 02:08:59.585694,0 days 00:00:04.197383,31,False,True,True,True,False,545,0.30000000000000004,870,12,6,0.1,0.95,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4731, 'win_rate': 0.9461, 'net_profit_brl': 44790.0, 'avg_profit_brl': 9.47, 'avg_win_brl': 13.29, 'avg_loss_brl': -65.62, 'profit_factor': 4.0469, 'max_drawdown_pct': 2.07, 'expected_payoff': 9.47, 'on_tester_value': 21619.060563}",COMPLETE
211,59346.14,2026-03-26 02:08:59.585767,2026-03-26 02:09:04.082190,0 days 00:00:04.496423,25,True,True,True,True,True,550,0.15,750,1,3,0.21000000000000002,0.5,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4535, 'win_rate': 0.9319, 'net_profit_brl': 38890.0, 'avg_profit_brl': 8.58, 'avg_win_brl': 11.27, 'avg_loss_brl': -39.82, 'profit_factor': 5.4599, 'max_drawdown_pct': 0.66, 'expected_payoff': 8.58, 'on_tester_value': 59346.14}",COMPLETE
212,102290.557071,2026-03-26 02:09:04.082246,2026-03-26 02:09:08.422190,0 days 00:00:04.339944,18,True,True,True,True,True,570,0.2,895,2,3,0.1,0.55,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 7086, 'win_rate': 0.8868, 'net_profit_brl': 86635.0, 'avg_profit_brl': 12.23, 'avg_win_brl': 18.25, 'avg_loss_brl': -43.92, 'profit_factor': 4.0919, 'max_drawdown_pct': 0.85, 'expected_payoff': 12.23, 'on_tester_value': 102290.557071}",COMPLETE
213,87405.371429,2026-03-26 02:09:08.422266,2026-03-26 02:09:12.886549,0 days 00:00:04.464283,20,True,True,True,True,True,545,0.2,830,1,3,0.1,0.5,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 9392, 'win_rate': 0.858, 'net_profit_brl': 69025.0, 'avg_profit_brl': 7.35, 'avg_win_brl': 12.58, 'avg_loss_brl': -32.25, 'profit_factor': 3.1337, 'max_drawdown_pct': 0.79, 'expected_payoff': 7.35, 'on_tester_value': 87405.371429}",COMPLETE
214,22592.411194,2026-03-26 02:09:12.886611,2026-03-26 02:09:17.231916,0 days 00:00:04.345305,13,True,True,True,True,True,580,0.15,880,3,3,0.12000000000000001,0.5,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5212, 'win_rate': 0.7456, 'net_profit_brl': 67365.0, 'avg_profit_brl': 12.92, 'avg_win_brl': 35.47, 'avg_loss_brl': -56.15, 'profit_factor': 1.9559, 'max_drawdown_pct': 2.98, 'expected_payoff': 12.92, 'on_tester_value': 22592.411194}",COMPLETE
215,102754.647059,2026-03-26 02:09:17.232006,2026-03-26 02:09:21.528094,0 days 00:00:04.296088,11,True,True,True,True,True,555,0.25,900,3,3,0.12000000000000001,0.75,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 7144, 'win_rate': 0.9272, 'net_profit_brl': 97100.0, 'avg_profit_brl': 13.59, 'avg_win_brl': 18.95, 'avg_loss_brl': -63.46, 'profit_factor': 4.4154, 'max_drawdown_pct': 0.94, 'expected_payoff': 13.59, 'on_tester_value': 102754.647059}",COMPLETE
216,103337.166667,2026-03-26 02:09:21.528181,2026-03-26 02:09:25.812271,0 days 00:00:04.284090,10,True,True,True,True,True,595,0.30000000000000004,890,1,3,0.11,0.7,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4764, 'win_rate': 0.9461, 'net_profit_brl': 70995.0, 'avg_profit_brl': 14.9, 'avg_win_brl': 19.33, 'avg_loss_brl': -68.08, 'profit_factor': 5.4001, 'max_drawdown_pct': 0.69, 'expected_payoff': 14.9, 'on_tester_value': 103337.166667}",COMPLETE
217,48722.625,2026-03-26 02:09:25.812445,2026-03-26 02:09:30.217134,0 days 00:00:04.404689,21,True,True,True,True,True,555,0.15,885,1,4,0.14,0.95,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6690, 'win_rate': 0.9197, 'net_profit_brl': 103565.0, 'avg_profit_brl': 15.48, 'avg_win_brl': 23.73, 'avg_loss_brl': -87.91, 'profit_factor': 3.4391, 'max_drawdown_pct': 2.13, 'expected_payoff': 15.48, 'on_tester_value': 48722.625}",COMPLETE
218,49620.653333,2026-03-26 02:09:30.217211,2026-03-26 02:09:34.159572,0 days 00:00:03.942361,40,False,False,True,True,True,575,0.25,865,9,6,0.12000000000000001,0.9,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3258, 'win_rate': 0.9638, 'net_profit_brl': 32110.0, 'avg_profit_brl': 9.86, 'avg_win_brl': 12.28, 'avg_loss_brl': -60.14, 'profit_factor': 5.9899, 'max_drawdown_pct': 0.65, 'expected_payoff': 9.86, 'on_tester_value': 49620.653333}",COMPLETE
219,76878.108333,2026-03-26 02:09:34.159671,2026-03-26 02:09:37.554900,0 days 00:00:03.395229,29,True,True,True,True,True,595,0.2,725,1,4,0.17,0.6,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2388, 'win_rate': 0.964, 'net_profit_brl': 35785.0, 'avg_profit_brl': 14.99, 'avg_win_brl': 17.09, 'avg_loss_brl': -54.77, 'profit_factor': 11.052, 'max_drawdown_pct': 0.47, 'expected_payoff': 14.99, 'on_tester_value': 76878.108333}",COMPLETE
220,47923.647917,2026-03-26 02:09:37.554965,2026-03-26 02:09:40.894402,0 days 00:00:03.339437,10,True,True,True,True,True,580,0.35,885,1,4,0.11,0.75,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5153, 'win_rate': 0.9125, 'net_profit_brl': 84385.0, 'avg_profit_brl': 16.38, 'avg_win_brl': 25.46, 'avg_loss_brl': -82.01, 'profit_factor': 3.3875, 'max_drawdown_pct': 1.76, 'expected_payoff': 16.38, 'on_tester_value': 47923.647917}",COMPLETE
221,58360.6875,2026-03-26 02:09:40.894450,2026-03-26 02:09:44.316069,0 days 00:00:03.421619,29,True,True,True,True,True,575,0.15,775,2,4,0.1,0.65,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5812, 'win_rate': 0.9301, 'net_profit_brl': 53665.0, 'avg_profit_brl': 9.23, 'avg_win_brl': 12.58, 'avg_loss_brl': -41.35, 'profit_factor': 4.7397, 'max_drawdown_pct': 0.92, 'expected_payoff': 9.23, 'on_tester_value': 58360.6875}",COMPLETE
222,111326.731034,2026-03-26 02:09:44.316135,2026-03-26 02:09:47.539430,0 days 00:00:03.223295,26,True,True,True,True,True,540,0.2,800,2,3,0.16,0.65,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6840, 'win_rate': 0.9072, 'net_profit_brl': 87540.0, 'avg_profit_brl': 12.8, 'avg_win_brl': 17.69, 'avg_loss_brl': -46.95, 'profit_factor': 4.9424, 'max_drawdown_pct': 0.79, 'expected_payoff': 12.8, 'on_tester_value': 111326.731034}",COMPLETE
223,185174.818182,2026-03-26 02:09:47.539478,2026-03-26 02:09:50.294496,0 days 00:00:02.755018,35,True,True,True,True,True,555,0.2,815,1,4,0.12000000000000001,0.55,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 7092, 'win_rate': 0.8897, 'net_profit_brl': 85585.0, 'avg_profit_brl': 12.07, 'avg_win_brl': 17.72, 'avg_loss_brl': -41.74, 'profit_factor': 4.2654, 'max_drawdown_pct': 0.46, 'expected_payoff': 12.07, 'on_tester_value': 185174.818182}",COMPLETE
224,24213.793103,2026-03-26 02:09:50.294573,2026-03-26 02:09:52.862102,0 days 00:00:02.567529,32,True,True,True,False,True,600,0.30000000000000004,755,3,3,0.19,0.55,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1697, 'win_rate': 0.9741, 'net_profit_brl': 17555.0, 'avg_profit_brl': 10.34, 'avg_win_brl': 11.62, 'avg_loss_brl': -53.06, 'profit_factor': 11.6717, 'max_drawdown_pct': 0.73, 'expected_payoff': 10.34, 'on_tester_value': 24213.793103}",COMPLETE
225,33828.321429,2026-03-26 02:09:52.862152,2026-03-26 02:09:55.613076,0 days 00:00:02.750924,26,True,True,True,True,True,575,0.15,845,2,4,0.27,0.55,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2338, 'win_rate': 0.849, 'net_profit_brl': 44700.0, 'avg_profit_brl': 19.12, 'avg_win_brl': 33.45, 'avg_loss_brl': -64.2, 'profit_factor': 3.0599, 'max_drawdown_pct': 1.32, 'expected_payoff': 19.12, 'on_tester_value': 33828.321429}",COMPLETE
226,56850.6125,2026-03-26 02:09:55.613126,2026-03-26 02:09:58.265978,0 days 00:00:02.652852,28,True,True,True,True,True,565,0.2,715,5,3,0.22,0.5,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2966, 'win_rate': 0.9167, 'net_profit_brl': 50930.0, 'avg_profit_brl': 17.17, 'avg_win_brl': 22.16, 'avg_loss_brl': -49.63, 'profit_factor': 6.4587, 'max_drawdown_pct': 0.9, 'expected_payoff': 17.17, 'on_tester_value': 56850.6125}",COMPLETE
227,23094.5,2026-03-26 02:09:58.266025,2026-03-26 02:10:00.840803,0 days 00:00:02.574778,26,False,False,True,True,True,555,0.15,810,3,3,0.15000000000000002,1.4500000000000002,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3615, 'win_rate': 0.9223, 'net_profit_brl': 60775.0, 'avg_profit_brl': 16.81, 'avg_win_brl': 29.3, 'avg_loss_brl': -138.3, 'profit_factor': 2.6459, 'max_drawdown_pct': 2.63, 'expected_payoff': 16.81, 'on_tester_value': 23094.5}",COMPLETE
228,32715.306061,2026-03-26 02:10:00.840849,2026-03-26 02:10:03.777520,0 days 00:00:02.936671,38,True,True,True,True,True,600,0.2,765,1,3,0.14,0.65,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3092, 'win_rate': 0.8771, 'net_profit_brl': 51730.0, 'avg_profit_brl': 16.73, 'avg_win_brl': 28.19, 'avg_loss_brl': -69.24, 'profit_factor': 3.0926, 'max_drawdown_pct': 1.58, 'expected_payoff': 16.73, 'on_tester_value': 32715.306061}",COMPLETE
229,6487.730282,2026-03-26 02:10:03.777675,2026-03-26 02:10:06.452704,0 days 00:00:02.675029,10,True,False,True,True,True,630,0.35,895,4,3,0.13,0.9,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2325, 'win_rate': 0.8434, 'net_profit_brl': 34045.0, 'avg_profit_brl': 14.64, 'avg_win_brl': 37.92, 'avg_loss_brl': -114.84, 'profit_factor': 1.8446, 'max_drawdown_pct': 5.25, 'expected_payoff': 14.64, 'on_tester_value': 6487.730282}",COMPLETE
230,34926.711111,2026-03-26 02:10:06.452763,2026-03-26 02:10:09.021321,0 days 00:00:02.568558,24,False,True,True,True,True,635,0.25,880,11,5,0.12000000000000001,0.9,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2277, 'win_rate': 0.9455, 'net_profit_brl': 39490.0, 'avg_profit_brl': 17.34, 'avg_win_brl': 23.58, 'avg_loss_brl': -93.96, 'profit_factor': 4.5024, 'max_drawdown_pct': 1.13, 'expected_payoff': 17.34, 'on_tester_value': 34926.711111}",COMPLETE
231,72007.0,2026-03-26 02:10:09.021368,2026-03-26 02:10:11.633543,0 days 00:00:02.612175,32,True,False,True,True,True,560,0.15,765,5,5,0.12000000000000001,0.6,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5170, 'win_rate': 0.8928, 'net_profit_brl': 62075.0, 'avg_profit_brl': 12.01, 'avg_win_brl': 17.74, 'avg_loss_brl': -45.05, 'profit_factor': 4.1319, 'max_drawdown_pct': 0.86, 'expected_payoff': 12.01, 'on_tester_value': 72007.0}",COMPLETE
232,50146.035714,2026-03-26 02:10:11.633602,2026-03-26 02:10:14.326421,0 days 00:00:02.692819,20,True,True,True,True,False,555,0.2,900,4,3,0.11,0.55,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6444, 'win_rate': 0.7942, 'net_profit_brl': 85650.0, 'avg_profit_brl': 13.29, 'avg_win_brl': 29.1, 'avg_loss_brl': -53.64, 'profit_factor': 2.3532, 'max_drawdown_pct': 1.71, 'expected_payoff': 13.29, 'on_tester_value': 50146.035714}",COMPLETE
233,23839.757576,2026-03-26 02:10:14.326469,2026-03-26 02:10:17.479865,0 days 00:00:03.153396,11,True,True,True,True,True,575,0.25,865,2,3,0.11,0.9,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5831, 'win_rate': 0.8715, 'net_profit_brl': 84775.0, 'avg_profit_brl': 14.54, 'avg_win_brl': 31.09, 'avg_loss_brl': -100.14, 'profit_factor': 2.1581, 'max_drawdown_pct': 3.56, 'expected_payoff': 14.54, 'on_tester_value': 23839.757576}",COMPLETE
234,261502.941176,2026-03-26 02:10:17.479914,2026-03-26 02:10:20.905533,0 days 00:00:03.425619,26,True,True,True,True,True,550,0.2,780,3,3,0.13,0.7,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6991, 'win_rate': 0.9143, 'net_profit_brl': 89000.0, 'avg_profit_brl': 12.73, 'avg_win_brl': 17.97, 'avg_loss_brl': -52.33, 'profit_factor': 4.4429, 'max_drawdown_pct': 0.34, 'expected_payoff': 12.73, 'on_tester_value': 261502.941176}",COMPLETE
235,34141.0875,2026-03-26 02:10:20.905629,2026-03-26 02:10:24.109961,0 days 00:00:03.204332,35,True,False,True,True,True,645,0.15,785,2,5,0.1,0.7,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1998, 'win_rate': 0.9515, 'net_profit_brl': 29675.0, 'avg_profit_brl': 14.85, 'avg_win_brl': 18.26, 'avg_loss_brl': -60.0, 'profit_factor': 6.8879, 'max_drawdown_pct': 0.87, 'expected_payoff': 14.85, 'on_tester_value': 34141.0875}",COMPLETE
236,85178.52,2026-03-26 02:10:24.110026,2026-03-26 02:10:27.428384,0 days 00:00:03.318358,13,True,True,True,True,True,615,0.30000000000000004,895,2,3,0.11,0.5,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3870, 'win_rate': 0.9318, 'net_profit_brl': 56335.0, 'avg_profit_brl': 14.56, 'avg_win_brl': 18.58, 'avg_loss_brl': -48.48, 'profit_factor': 6.2822, 'max_drawdown_pct': 0.66, 'expected_payoff': 14.56, 'on_tester_value': 85178.52}",COMPLETE
237,27646.441954,2026-03-26 02:10:27.428432,2026-03-26 02:10:30.189886,0 days 00:00:02.761454,29,True,True,True,True,True,590,0.25,820,2,3,0.14,0.7,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3761, 'win_rate': 0.8391, 'net_profit_brl': 62915.0, 'avg_profit_brl': 16.73, 'avg_win_brl': 34.29, 'avg_loss_brl': -77.72, 'profit_factor': 2.3885, 'max_drawdown_pct': 2.28, 'expected_payoff': 16.73, 'on_tester_value': 27646.441954}",COMPLETE
238,181741.147059,2026-03-26 02:10:30.189936,2026-03-26 02:10:32.957903,0 days 00:00:02.767967,11,True,True,True,False,True,550,0.2,890,3,3,0.15000000000000002,0.65,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5277, 'win_rate': 0.9265, 'net_profit_brl': 74100.0, 'avg_profit_brl': 14.04, 'avg_win_brl': 18.54, 'avg_loss_brl': -52.44, 'profit_factor': 5.4855, 'max_drawdown_pct': 0.41, 'expected_payoff': 14.04, 'on_tester_value': 181741.147059}",COMPLETE
239,14970.271186,2026-03-26 02:10:32.957953,2026-03-26 02:10:35.787470,0 days 00:00:02.829517,12,True,True,True,False,True,600,0.2,870,2,3,0.24000000000000002,0.65,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1615, 'win_rate': 0.8563, 'net_profit_brl': 32200.0, 'avg_profit_brl': 19.94, 'avg_win_brl': 36.41, 'avg_loss_brl': -82.15, 'profit_factor': 2.7736, 'max_drawdown_pct': 2.15, 'expected_payoff': 19.94, 'on_tester_value': 14970.271186}",COMPLETE
240,106923.846154,2026-03-26 02:10:35.787523,2026-03-26 02:10:39.238183,0 days 00:00:03.450660,13,True,True,True,False,True,570,0.2,850,4,3,0.11,0.65,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5031, 'win_rate': 0.9276, 'net_profit_brl': 48500.0, 'avg_profit_brl': 9.64, 'avg_win_brl': 13.12, 'avg_loss_brl': -44.18, 'profit_factor': 4.8114, 'max_drawdown_pct': 0.45, 'expected_payoff': 9.64, 'on_tester_value': 106923.846154}",COMPLETE
241,32735.582759,2026-03-26 02:10:39.238252,2026-03-26 02:10:42.545837,0 days 00:00:03.307585,15,True,True,True,False,True,620,0.30000000000000004,885,3,4,0.13,0.65,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2429, 'win_rate': 0.9732, 'net_profit_brl': 27485.0, 'avg_profit_brl': 11.32, 'avg_win_brl': 12.6, 'avg_loss_brl': -45.1, 'profit_factor': 12.95, 'max_drawdown_pct': 0.84, 'expected_payoff': 11.32, 'on_tester_value': 32735.582759}",COMPLETE
